2026-05-21 01:29:36.151319,192.168.1.10,192.168.1.1,22,TCP,1,Normal
2026-05-21 05:43:17.998739,192.168.1.11,192.168.1.1,80,TCP,0,Normal
2026-05-21 05:43:20.036524,192.168.1.10,192.168.1.1,53,TCP,0,Normal
2026-05-21 05:43:22.087758,192.168.1.10,192.168.1.1,53,TCP,0,Normal
2026-05-21 05:43:24.111611,192.168.1.11,192.168.1.1,53,TCP,0,Normal
2026-05-21 05:43:26.127859,192.168.1.10,192.168.1.1,80,TCP,0,Normal
2026-05-21 05:43:28.146634,192.168.1.11,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:43:28.162936,192.168.1.60,192.168.1.1,22,TCP,13,Brute Force Attack
2026-05-21 05:43:30.213275,192.168.1.12,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:43:30.223839,192.168.1.50,192.168.1.1,22,TCP,5,Brute Force Attack
2026-05-21 05:43:32.249905,192.168.1.11,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:43:32.268465,192.168.1.60,192.168.1.1,22,TCP,8,Brute Force Attack
2026-05-21 05:43:34.296873,192.168.1.12,192.168.1.1,53,TCP,0,Normal
2026-05-21 05:43:36.317704,192.168.1.12,192.168.1.1,53,TCP,0,Normal
2026-05-21 05:43:36.332386,192.168.1.50,192.168.1.1,22,TCP,7,Brute Force Attack
2026-05-21 05:43:38.354305,192.168.1.12,192.168.1.1,53,TCP,0,Normal
2026-05-21 05:43:40.372952,192.168.1.10,192.168.1.1,53,TCP,0,Normal
2026-05-21 05:43:42.393363,192.168.1.11,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:43:44.404904,192.168.1.10,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:43:46.448435,192.168.1.11,192.168.1.1,53,TCP,0,Normal
2026-05-21 05:43:48.465789,192.168.1.11,192.168.1.1,80,TCP,0,Normal
2026-05-21 05:43:50.494603,192.168.1.12,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:43:52.508247,192.168.1.12,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:43:54.533851,192.168.1.10,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:43:56.590481,192.168.1.12,192.168.1.1,80,TCP,0,Normal
2026-05-21 05:43:56.607853,192.168.1.50,192.168.1.1,22,TCP,14,Brute Force Attack
2026-05-21 05:43:58.629380,192.168.1.10,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:43:58.645172,192.168.1.50,192.168.1.1,22,TCP,7,Brute Force Attack
2026-05-21 05:44:00.667150,192.168.1.12,192.168.1.1,53,TCP,0,Normal
2026-05-21 05:44:00.681657,192.168.1.50,192.168.1.1,22,TCP,14,Brute Force Attack
2026-05-21 05:44:02.700361,192.168.1.12,192.168.1.1,53,TCP,0,Normal
2026-05-21 05:44:04.721929,192.168.1.10,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:44:06.758394,192.168.1.11,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:44:08.776637,192.168.1.10,192.168.1.1,53,TCP,0,Normal
2026-05-21 05:44:08.793158,192.168.1.60,192.168.1.1,22,TCP,7,Brute Force Attack
2026-05-21 05:44:10.814162,192.168.1.12,192.168.1.1,80,TCP,0,Normal
2026-05-21 05:44:10.832873,192.168.1.50,192.168.1.1,22,TCP,6,Brute Force Attack
2026-05-21 05:44:12.867605,192.168.1.11,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:44:14.903262,192.168.1.12,192.168.1.1,53,TCP,0,Normal
2026-05-21 05:44:16.947850,192.168.1.12,192.168.1.1,80,TCP,0,Normal
2026-05-21 05:44:16.962438,192.168.1.60,192.168.1.1,22,TCP,9,Brute Force Attack
2026-05-21 05:44:18.981702,192.168.1.10,192.168.1.1,80,TCP,0,Normal
2026-05-21 05:44:21.001112,192.168.1.11,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:44:23.066821,192.168.1.11,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:44:23.633316,192.168.1.50,192.168.1.1,22,TCP,15,Brute Force Attack
2026-05-21 05:44:25.689401,192.168.1.10,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:44:27.710250,192.168.1.11,192.168.1.1,80,TCP,0,Normal
2026-05-21 05:44:29.724531,192.168.1.12,192.168.1.1,53,TCP,0,Normal
2026-05-21 05:44:29.744801,192.168.1.50,192.168.1.1,22,TCP,15,Brute Force Attack
2026-05-21 05:44:31.764286,192.168.1.12,192.168.1.1,53,TCP,0,Normal
2026-05-21 05:44:33.784660,192.168.1.12,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:44:35.796581,192.168.1.11,192.168.1.1,80,TCP,0,Normal
2026-05-21 05:44:37.811237,192.168.1.12,192.168.1.1,53,TCP,0,Normal
2026-05-21 05:44:37.828360,192.168.1.60,192.168.1.1,22,TCP,13,Brute Force Attack
2026-05-21 05:44:39.909288,192.168.1.10,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:44:41.968363,192.168.1.11,192.168.1.1,80,TCP,0,Normal
2026-05-21 05:44:43.983213,192.168.1.10,192.168.1.1,80,TCP,0,Normal
2026-05-21 05:44:46.003084,192.168.1.12,192.168.1.1,80,TCP,0,Normal
2026-05-21 05:44:46.023625,192.168.1.50,192.168.1.1,22,TCP,14,Brute Force Attack
2026-05-21 05:44:48.045857,192.168.1.12,192.168.1.1,53,TCP,0,Normal
2026-05-21 05:44:50.055968,192.168.1.12,192.168.1.1,53,TCP,0,Normal
2026-05-21 05:44:52.100577,192.168.1.11,192.168.1.1,80,TCP,0,Normal
2026-05-21 05:44:54.115198,192.168.1.12,192.168.1.1,80,TCP,0,Normal
2026-05-21 05:44:54.129050,192.168.1.60,192.168.1.1,22,TCP,8,Brute Force Attack
2026-05-21 05:44:56.147751,192.168.1.11,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:44:56.164685,192.168.1.60,192.168.1.1,22,TCP,15,Brute Force Attack
2026-05-21 05:44:58.182147,192.168.1.12,192.168.1.1,53,TCP,0,Normal
2026-05-21 05:44:58.193421,192.168.1.60,192.168.1.1,22,TCP,5,Brute Force Attack
2026-05-21 05:45:00.218480,192.168.1.12,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:45:02.229675,192.168.1.12,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:45:02.248678,192.168.1.50,192.168.1.1,22,TCP,13,Brute Force Attack
2026-05-21 05:45:06.282707,192.168.1.12,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:45:06.297917,192.168.1.50,192.168.1.1,22,TCP,11,Brute Force Attack
2026-05-21 05:45:08.365477,192.168.1.11,192.168.1.1,53,TCP,0,Normal
2026-05-21 05:45:08.378695,192.168.1.50,192.168.1.1,22,TCP,14,Brute Force Attack
2026-05-21 05:45:10.398150,192.168.1.12,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:45:12.596416,192.168.1.60,192.168.1.1,22,TCP,15,Brute Force Attack
2026-05-21 05:45:14.625966,192.168.1.11,192.168.1.1,80,TCP,0,Normal
2026-05-21 05:45:16.673389,192.168.1.11,192.168.1.1,443,TCP,0,Normal
2026-05-21 05:45:16.778087,192.168.1.60,192.168.1.1,22,TCP,14,Brute Force Attack
2026-05-21 05:45:18.906048,192.168.1.60,192.168.1.1,22,TCP,13,Brute Force Attack
2026-05-21 05:45:21.491182,192.168.1.11,192.168.1.1,53,TCP,0,Normal
